week,day,date_posted,platform,post_id,hook_version,pillar,angle,format,duration_seconds,destination_url,utm_source,utm_medium,utm_campaign,utm_content,views,avg_watch_time_seconds,avg_watch_percent,retention_2s_percent,completion_rate_percent,likes,comments,shares,saves,profile_visits,link_clicks,preview_starts,checkout_starts,purchases,preview_starts_per_1k_views,checkout_starts_per_1k_views,purchases_per_1k_views,winner_status,next_action,notes
1,2,,tiktok,VID-006,A,Aesthetic,Style Showcase,Reel/TikTok,8,https://starmapco.com/personalized-star-map,tiktok,organic_social,traffic_sprint_apr2026,VID-006-A,,,,,,,,,,,,,,,,,,pending,post and measure,which-style-would-you-choose
1,3,,pinterest,PIN-105,A,Gift Angle,Birthday,Static 2:3,0,https://starmapco.com/birthday,pinterest,organic_social,traffic_sprint_apr2026,PIN-105-A,,,,,,,,,,,,,,,,,,pending,post and measure,birthday-keepsake-proof
1,3,,pinterest,PIN-106,A,Gift Angle,Last Minute Digital,Static 2:3,0,https://starmapco.com/star-map-generator,pinterest,organic_social,traffic_sprint_apr2026,PIN-106-A,,,,,,,,,,,,,,,,,,pending,post and measure,instant-download-angle
1,3,,tiktok,VID-007,A,Moment Hook,Emotional,Reel/TikTok,8,https://starmapco.com/star-map-gift,tiktok,organic_social,traffic_sprint_apr2026,VID-007-A,,,,,,,,,,,,,,,,,,pending,post and measure,the-night-our-life-changed
1,4,,tiktok,VID-008,A,Gift Angle,Family Moment,Reel/TikTok,9,https://starmapco.com/birthday,tiktok,organic_social,traffic_sprint_apr2026,VID-008-A,,,,,,,,,,,,,,,,,,pending,post and measure,day-you-became-a-mom
1,4,,pinterest,PIN-107,A,Aesthetic,Framed Proof,Static 2:3,0,https://starmapco.com/star-map-poster,pinterest,organic_social,traffic_sprint_apr2026,PIN-107-A,,,,,,,,,,,,,,,,,,pending,post and measure,clean-framed-wall-shot
1,4,,pinterest,PIN-108,A,Product Reveal,FAQ Exact Time,Static 2:3,0,https://starmapco.com/how-accurate-are-star-maps,pinterest,organic_social,traffic_sprint_apr2026,PIN-108-A,,,,,,,,,,,,,,,,,,pending,post and measure,do-i-need-exact-time
1,4,,instagram,REF-202,A,Referral,Customer Share,Feed/Reel,12,https://starmapco.com/my-downloads,instagram,organic_social,traffic_sprint_apr2026,REF-202-A,,,,,,,,,,,,,,,,,,pending,post and measure,refer-a-friend-reminder
1,5,,tiktok,VID-009,A,Product Reveal,Product Clarity,Reel/TikTok,10,https://starmapco.com/star-map-generator,tiktok,organic_social,traffic_sprint_apr2026,VID-009-A,,,,,,,,,,,,,,,,,,pending,post and measure,what-is-a-star-map
1,5,,tiktok,VID-010,A,Gift Angle,Direct Conversion,Reel/TikTok,8,https://starmapco.com/personalized-star-map,tiktok,organic_social,traffic_sprint_apr2026,VID-010-A,,,,,,,,,,,,,,,,,,pending,post and measure,if-you-have-an-important-date
1,5,,pinterest,PIN-109,A,Gift Angle,Anniversary,Static 2:3,0,https://starmapco.com/anniversary,pinterest,organic_social,traffic_sprint_apr2026,PIN-109-A,,,,,,,,,,,,,,,,,,pending,post and measure,anniversary-quote-pin
1,5,,pinterest,PIN-110,A,Gift Angle,Wedding,Static 2:3,0,https://starmapco.com/wedding,pinterest,organic_social,traffic_sprint_apr2026,PIN-110-A,,,,,,,,,,,,,,,,,,pending,post and measure,wedding-night-copy-pin
1,6,,tiktok,VID-011,A,Moment Hook,First Kiss,Reel/TikTok,8,https://starmapco.com/anniversary,tiktok,organic_social,traffic_sprint_apr2026,VID-011-A,,,,,,,,,,,,,,,,,,pending,post and measure,first-kiss-memory
1,6,,tiktok,VID-012,A,Gift Angle,New Baby,Reel/TikTok,9,https://starmapco.com/star-map-for/new-baby,tiktok,organic_social,traffic_sprint_apr2026,VID-012-A,,,,,,,,,,,,,,,,,,pending,post and measure,new-baby-date-and-place
1,6,,pinterest,PIN-111,A,Gift Angle,New Baby,Static 2:3,0,https://starmapco.com/star-map-for/new-baby,pinterest,organic_social,traffic_sprint_apr2026,PIN-111-A,,,,,,,,,,,,,,,,,,pending,post and measure,nursery-wall-proof
1,6,,pinterest,PIN-112,A,Aesthetic,Before After,Video 9:16,8,https://starmapco.com/personalized-star-map,pinterest,organic_social,traffic_sprint_apr2026,PIN-112-A,,,,,,,,,,,,,,,,,,pending,post and measure,style-before-after
1,6,,instagram,REF-203,A,Referral,Customer Share,Feed/Reel,12,https://starmapco.com/success,instagram,organic_social,traffic_sprint_apr2026,REF-203-A,,,,,,,,,,,,,,,,,,pending,post and measure,post-purchase-share-reminder
1,7,,tiktok,VID-013,A,Gift Angle,Graduation,Reel/TikTok,9,https://starmapco.com/star-map-gift,tiktok,organic_social,traffic_sprint_apr2026,VID-013-A,,,,,,,,,,,,,,,,,,pending,post and measure,graduation-memory-gift
1,7,,tiktok,VID-014,A,Gift Angle,Last Minute,Reel/TikTok,8,https://starmapco.com/star-map-generator,tiktok,organic_social,traffic_sprint_apr2026,VID-014-A,,,,,,,,,,,,,,,,,,pending,post and measure,last-minute-instant-download
1,7,,pinterest,PIN-113,A,Gift Angle,Gift Guide,Static 2:3,0,https://starmapco.com/star-map-gift-ideas,pinterest,organic_social,traffic_sprint_apr2026,PIN-113-A,,,,,,,,,,,,,,,,,,pending,post and measure,gift-ideas-roundup
1,7,,pinterest,PIN-114,A,Product Reveal,Formats,Static 2:3,0,https://starmapco.com/star-map-gift-formats,pinterest,organic_social,traffic_sprint_apr2026,PIN-114-A,,,,,,,,,,,,,,,,,,pending,post and measure,digital-vs-framed-formats
2,8,,tiktok,VID-015,A,Gift Angle,Mother's Day,Reel/TikTok,9,https://starmapco.com/star-map-for/mothers-day,tiktok,organic_social,traffic_sprint_apr2026,VID-015-A,,,,,,,,,,,,,,,,,,pending,post and measure,the-night-she-became-your-mom
2,8,,tiktok,VID-016,A,Gift Angle,Memorial,Reel/TikTok,9,https://starmapco.com/star-map-gift,tiktok,organic_social,traffic_sprint_apr2026,VID-016-A,,,,,,,,,,,,,,,,,,pending,post and measure,quiet-way-to-remember-one-night
2,8,,pinterest,PIN-115,A,Gift Angle,Mother's Day,Static 2:3,0,https://starmapco.com/star-map-for/mothers-day,pinterest,organic_social,traffic_sprint_apr2026,PIN-115-A,,,,,,,,,,,,,,,,,,pending,post and measure,mothers-day-keepsake-pin
2,8,,pinterest,PIN-116,A,Gift Angle,Memorial,Static 2:3,0,https://starmapco.com/star-map-gift,pinterest,organic_social,traffic_sprint_apr2026,PIN-116-A,,,,,,,,,,,,,,,,,,pending,post and measure,memorial-keepsake-pin
2,8,,instagram,REF-204,A,Referral,Customer Share,Feed/Reel,10,https://starmapco.com/download,instagram,organic_social,traffic_sprint_apr2026,REF-204-A,,,,,,,,,,,,,,,,,,pending,post and measure,share-your-moment
2,9,,tiktok,VID-017,A,Product Reveal,FAQ Exact Time,Reel/TikTok,9,https://starmapco.com/how-accurate-are-star-maps,tiktok,organic_social,traffic_sprint_apr2026,VID-017-A,,,,,,,,,,,,,,,,,,pending,post and measure,do-you-need-the-exact-time
2,9,,tiktok,VID-018,A,Aesthetic,Style Comparison,Reel/TikTok,8,https://starmapco.com/personalized-star-map,tiktok,organic_social,traffic_sprint_apr2026,VID-018-A,,,,,,,,,,,,,,,,,,pending,post and measure,same-date-different-styles
2,9,,pinterest,PIN-117,A,Product Reveal,FAQ Exact Time,Static 2:3,0,https://starmapco.com/how-accurate-are-star-maps,pinterest,organic_social,traffic_sprint_apr2026,PIN-117-A,,,,,,,,,,,,,,,,,,pending,post and measure,accuracy-faq-pin
2,9,,pinterest,PIN-118,A,Aesthetic,Style Comparison,Video 9:16,9,https://starmapco.com/personalized-star-map,pinterest,organic_social,traffic_sprint_apr2026,PIN-118-A,,,,,,,,,,,,,,,,,,pending,post and measure,style-comparison-video
2,10,,tiktok,VID-019,A,Gift Angle,Wedding,Reel/TikTok,9,https://starmapco.com/wedding,tiktok,organic_social,traffic_sprint_apr2026,VID-019-A,,,,,,,,,,,,,,,,,,pending,post and measure,wedding-keepsake-guests-keep
2,10,,tiktok,VID-020,A,Gift Angle,Graduation,Reel/TikTok,8,https://starmapco.com/star-map-gift,tiktok,organic_social,traffic_sprint_apr2026,VID-020-A,,,,,,,,,,,,,,,,,,pending,post and measure,the-night-they-crossed-the-stage
2,10,,pinterest,PIN-119,A,Gift Angle,Wedding,Static 2:3,0,https://starmapco.com/wedding,pinterest,organic_social,traffic_sprint_apr2026,PIN-119-A,,,,,,,,,,,,,,,,,,pending,post and measure,wedding-night-sky-pin
2,10,,pinterest,PIN-120,A,Gift Angle,Graduation,Static 2:3,0,https://starmapco.com/star-map-gift,pinterest,organic_social,traffic_sprint_apr2026,PIN-120-A,,,,,,,,,,,,,,,,,,pending,post and measure,graduation-night-pin
2,10,,instagram,REF-205,A,Referral,Customer Share,Feed/Reel,10,https://starmapco.com/download,instagram,organic_social,traffic_sprint_apr2026,REF-205-A,,,,,,,,,,,,,,,,,,pending,post and measure,share-with-a-friend
2,11,,tiktok,VID-021,A,Moment Hook,Winner Remake,Reel/TikTok,8,https://starmapco.com/star-map-gift,tiktok,organic_social,traffic_sprint_apr2026,VID-021-A,,,,,,,,,,,,,,,,,,pending,post and measure,winner-remake-new-hook
2,11,,tiktok,VID-022,A,Gift Angle,Digital First,Reel/TikTok,8,https://starmapco.com/star-map-generator,tiktok,organic_social,traffic_sprint_apr2026,VID-022-A,,,,,,,,,,,,,,,,,,pending,post and measure,no-shipping-still-meaningful
2,11,,pinterest,PIN-121,A,Moment Hook,Winner Remake,Static 2:3,0,https://starmapco.com/star-map-gift,pinterest,organic_social,traffic_sprint_apr2026,PIN-121-A,,,,,,,,,,,,,,,,,,pending,post and measure,winner-remake-pin
2,11,,pinterest,PIN-122,A,Gift Angle,Digital First,Static 2:3,0,https://starmapco.com/star-map-generator,pinterest,organic_social,traffic_sprint_apr2026,PIN-122-A,,,,,,,,,,,,,,,,,,pending,post and measure,fast-personalized-gift-pin
2,12,,tiktok,VID-023,A,Product Reveal,FAQ City Only,Reel/TikTok,8,https://starmapco.com/how-accurate-are-star-maps,tiktok,organic_social,traffic_sprint_apr2026,VID-023-A,,,,,,,,,,,,,,,,,,pending,post and measure,only-remember-the-city
2,12,,tiktok,VID-024,A,Gift Angle,Gift Comparison,Reel/TikTok,9,https://starmapco.com/star-map-gift,tiktok,organic_social,traffic_sprint_apr2026,VID-024-A,,,,,,,,,,,,,,,,,,pending,post and measure,beats-generic-gifts
2,12,,pinterest,PIN-123,A,Product Reveal,FAQ City Only,Static 2:3,0,https://starmapco.com/how-accurate-are-star-maps,pinterest,organic_social,traffic_sprint_apr2026,PIN-123-A,,,,,,,,,,,,,,,,,,pending,post and measure,city-only-faq-pin
2,12,,pinterest,PIN-124,A,Gift Angle,Gift Comparison,Static 2:3,0,https://starmapco.com/star-map-gift,pinterest,organic_social,traffic_sprint_apr2026,PIN-124-A,,,,,,,,,,,,,,,,,,pending,post and measure,more-thoughtful-than-generic
2,12,,instagram,REF-206,A,Referral,Customer Share,Feed/Reel,10,https://starmapco.com/success,instagram,organic_social,traffic_sprint_apr2026,REF-206-A,,,,,,,,,,,,,,,,,,pending,post and measure,send-someone-this
2,13,,tiktok,VID-025,A,Aesthetic,Wall Art,Reel/TikTok,9,https://starmapco.com/star-map-poster,tiktok,organic_social,traffic_sprint_apr2026,VID-025-A,,,,,,,,,,,,,,,,,,pending,post and measure,not-generic-poster
2,13,,tiktok,VID-026,A,Product Reveal,Formats,Reel/TikTok,8,https://starmapco.com/star-map-gift-formats,tiktok,organic_social,traffic_sprint_apr2026,VID-026-A,,,,,,,,,,,,,,,,,,pending,post and measure,framed-or-unframed
2,13,,pinterest,PIN-125,A,Aesthetic,Wall Art,Static 2:3,0,https://starmapco.com/star-map-poster,pinterest,organic_social,traffic_sprint_apr2026,PIN-125-A,,,,,,,,,,,,,,,,,,pending,post and measure,custom-wall-art-pin
2,13,,pinterest,PIN-126,A,Product Reveal,Formats,Static 2:3,0,https://starmapco.com/star-map-gift-formats,pinterest,organic_social,traffic_sprint_apr2026,PIN-126-A,,,,,,,,,,,,,,,,,,pending,post and measure,formats-comparison-pin
2,14,,tiktok,VID-027,A,Gift Angle,Direct Conversion,Reel/TikTok,8,https://starmapco.com/,tiktok,organic_social,traffic_sprint_apr2026,VID-027-A,,,,,,,,,,,,,,,,,,pending,post and measure,if-you-have-an-important-date-start-here
2,14,,tiktok,VID-028,A,Product Reveal,Comment Follow-Up,Reel/TikTok,8,https://starmapco.com/personalized-star-map,tiktok,organic_social,traffic_sprint_apr2026,VID-028-A,,,,,,,,,,,,,,,,,,pending,post and measure,most-common-question-this-week
2,14,,pinterest,PIN-127,A,Gift Angle,Direct Conversion,Static 2:3,0,https://starmapco.com/,pinterest,organic_social,traffic_sprint_apr2026,PIN-127-A,,,,,,,,,,,,,,,,,,pending,post and measure,one-important-date-pin
2,14,,pinterest,PIN-128,A,Moment Hook,Winner Remake,Static 2:3,0,https://starmapco.com/star-map-gift,pinterest,organic_social,traffic_sprint_apr2026,PIN-128-A,,,,,,,,,,,,,,,,,,pending,post and measure,remake-best-performing-pin
2,14,,instagram,REF-207,A,Referral,Customer Share,Feed/Reel,10,https://starmapco.com/download,instagram,organic_social,traffic_sprint_apr2026,REF-207-A,,,,,,,,,,,,,,,,,,pending,post and measure,sprint-end-share-post
